boosts,damageDealt,DBNOs,kills,killStreaks,longestKill,walkDistance,weaponsAcquired
6,1625.0,10,15,3,253.3,3960.0,7
5,677.4,3,5,2,127.4,3397.0,5
4,678.7,4,7,3,128.1,3515.0,4
9,578.3,5,7,2,46.78,2483.0,3
3,989.2,8,11,3,222.3,2979.0,7
1,353.4,2,6,3,164.1,2966.0,5
8,435.4,2,6,2,81.9,2301.0,3
2,894.5,3,10,2,183.6,2894.0,8
4,527.9,4,8,2,116.5,3679.0,5
7,519.4,4,4,2,141.0,2609.0,7
5,881.9,7,6,2,225.2,3266.0,5
5,613.9,5,9,2,210.3,4396.0,5
6,556.2,0,5,1,43.61,2706.0,5
2,769.3,5,7,1,118.8,2767.0,7
5,775.9,0,8,1,118.0,5690.0,6
10,1096.0,11,8,2,140.6,4391.0,6
1,399.1,3,5,1,99.84,4123.0,4
7,1445.0,8,13,2,86.34,3555.0,2
3,905.0,4,6,1,217.8,2437.0,4
4,425.4,2,5,2,112.9,3084.0,3
1,438.3,2,6,3,263.8,1306.0,4
4,1122.0,7,7,2,169.2,2699.0,4
6,607.1,0,6,2,107.9,2089.0,2
9,936.8,4,9,2,115.0,4078.0,7
4,2223.0,15,25,3,777.5,4032.0,10
4,983.0,7,13,3,34.09,3339.0,5
3,1022.0,7,8,2,195.1,2723.0,3
0,687.5,4,5,3,23.76,420.5,2
5,802.1,5,8,3,45.55,3233.0,4
2,420.9,2,5,2,126.2,2458.0,3
9,447.7,2,4,2,155.3,2592.0,5
6,1017.0,7,6,2,66.64,1381.0,6
3,851.2,6,11,3,237.3,3171.0,5
10,811.6,0,8,2,108.8,3107.0,3
7,1037.0,4,9,2,42.56,4311.0,4
4,751.8,3,7,2,91.28,5229.0,5
6,803.9,0,9,1,94.38,2610.0,4
4,829.4,7,8,2,40.58,4935.0,3
6,937.1,9,7,3,85.25,4018.0,7
2,719.4,0,7,2,227.9,1562.0,2
6,932.6,0,9,2,270.5,3305.0,6
9,1607.0,11,9,2,272.9,3158.0,4
5,750.6,7,7,1,74.13,2428.0,5
3,735.0,8,7,3,67.41,537.7,6
11,754.5,2,7,2,107.5,3961.0,6
5,610.7,6,7,3,27.13,2437.0,6
3,1261.0,9,13,3,206.9,1185.0,3
4,919.2,4,7,3,78.19,2378.0,6
3,538.2,5,6,2,70.1,3306.0,6
5,442.3,3,6,2,212.6,3495.0,3
1,758.9,8,11,3,370.6,2393.0,12
7,853.6,6,10,3,130.2,2519.0,7
4,860.3,7,9,2,273.5,4014.0,5
11,849.2,0,10,2,268.9,2797.0,7
8,771.1,2,7,2,47.52,3377.0,3
6,826.8,5,7,2,181.1,3458.0,5
2,1001.0,7,6,2,238.8,2575.0,4
1,699.2,5,6,2,85.77,3369.0,7
4,1017.0,3,11,2,297.9,3226.0,8
7,954.3,5,9,2,184.0,4054.0,9
5,940.3,6,8,2,160.1,2803.0,5
4,796.0,5,8,2,92.15,2091.0,5
7,1039.0,6,10,2,152.6,3784.0,5
1,806.1,0,6,1,243.6,3559.0,7
1,643.9,5,7,3,73.49,3384.0,5
6,866.3,0,9,2,165.9,1800.0,5
8,475.3,0,6,2,35.11,3662.0,8
3,794.8,5,10,2,67.35,2640.0,4
9,819.7,7,9,3,154.0,3319.0,6
2,623.4,4,6,2,50.92,2858.0,8
8,703.3,5,6,1,302.3,4430.0,12
5,623.2,3,4,2,141.1,2191.0,8
2,1044.0,5,10,2,63.65,2457.0,3
4,764.8,4,9,2,233.9,2743.0,5
9,1069.0,6,9,2,202.0,2798.0,7
4,494.8,3,5,1,139.2,3574.0,7
6,486.3,6,7,2,99.95,2346.0,4
9,587.4,0,7,2,286.9,2982.0,7
4,688.8,3,9,2,191.7,2742.0,4
7,826.6,0,9,2,212.1,4589.0,5
5,1031.0,7,8,2,202.3,2649.0,10
7,1112.0,3,10,2,350.3,4277.0,7
6,1164.0,0,11,2,292.9,2433.0,7
2,937.1,6,7,3,233.0,3726.0,7
1,741.3,3,8,2,231.6,2839.0,4
3,630.5,6,6,1,183.3,3596.0,5
1,600.0,5,6,3,37.88,1295.0,2
5,446.7,3,6,2,287.0,4177.0,7
7,1473.0,0,11,1,120.5,3455.0,8
5,870.6,5,7,2,144.0,3775.0,3
5,1436.0,7,11,2,81.25,2177.0,4
7,1423.0,0,14,2,329.9,5446.0,7
4,452.7,4,6,3,54.87,3935.0,7
2,1161.0,8,11,2,149.7,2771.0,11
4,557.6,3,6,2,112.9,1729.0,5
3,605.7,4,6,2,152.7,2976.0,5
3,711.6,7,9,3,144.3,1941.0,4
2,610.1,5,7,4,91.64,2972.0,7
4,721.0,0,8,1,211.1,2353.0,5
4,723.3,6,8,2,231.9,1806.0,6
6,829.9,3,8,2,275.6,3562.0,5
2,518.8,4,7,3,41.52,3393.0,3
7,1063.0,6,8,3,216.9,2997.0,4
10,942.8,7,9,2,188.1,3563.0,4
4,909.1,5,6,4,24.68,2018.0,6
8,965.7,5,7,2,148.8,3183.0,7
8,870.5,5,7,3,137.8,3474.0,5
3,852.6,5,7,3,85.41,3629.0,5
0,516.6,2,5,1,190.8,4048.0,9
5,810.1,6,11,2,119.3,2469.0,6
5,1123.0,3,12,2,96.23,2891.0,6
5,1095.0,6,10,2,272.4,2207.0,7
2,737.3,5,7,2,133.0,2973.0,7
1,622.0,3,8,3,47.32,2794.0,11
12,765.5,4,9,2,164.0,3345.0,12
4,803.5,2,7,2,51.63,2416.0,3
4,832.0,4,11,2,153.2,2945.0,6
7,805.3,4,9,2,159.3,1839.0,4
9,874.9,0,9,1,304.9,2294.0,5
7,1149.0,0,11,1,239.6,2531.0,11
1,354.5,5,6,2,294.2,2670.0,6
2,701.8,0,8,2,96.84,2206.0,5
6,615.8,2,5,2,156.1,2753.0,7
7,634.1,5,6,3,51.24,4517.0,4
3,726.5,4,8,2,193.5,4877.0,11
7,658.1,5,7,3,50.22,1979.0,4
8,660.5,3,4,1,172.8,3279.0,7
5,1170.0,5,11,2,98.53,3486.0,3
7,548.3,5,6,2,143.7,3299.0,4
6,839.5,4,7,2,290.6,3101.0,6
2,1124.0,0,11,1,120.9,3858.0,8
1,775.3,4,6,2,175.9,2718.0,7
2,659.8,0,6,1,100.2,2441.0,4
7,1262.0,9,13,3,656.7,2206.0,9
2,739.7,5,8,3,362.9,1680.0,4
6,1457.0,10,15,3,77.94,2869.0,3
1,621.2,5,6,2,91.1,2588.0,4
4,712.3,4,7,2,78.9,3979.0,3
1,487.6,4,7,3,278.8,3710.0,10
4,792.0,4,8,2,72.69,2967.0,5
9,657.7,0,7,2,172.2,3254.0,6
5,656.4,6,8,2,326.3,3737.0,7
2,459.9,4,5,2,33.5,3149.0,5
8,801.4,3,7,2,315.7,3435.0,5
4,836.0,8,9,2,78.27,1986.0,7
3,820.7,9,9,2,76.38,1139.0,4
5,694.0,2,6,2,49.9,2468.0,3
7,1042.0,7,6,2,78.25,2830.0,6
10,1550.0,0,13,1,204.6,3192.0,4
8,969.7,0,10,2,204.4,2839.0,4
9,982.9,6,10,2,221.5,3312.0,8
5,823.4,5,7,2,107.5,3197.0,6
1,2547.0,0,27,3,197.2,125.7,14
10,1171.0,8,12,3,70.07,2999.0,8
5,674.0,0,7,2,179.5,1135.0,6
4,790.0,4,9,2,80.65,2366.0,2
6,578.6,1,5,2,177.7,1899.0,9
7,999.5,7,9,2,314.3,3577.0,4
3,734.6,5,8,1,247.6,2651.0,7
8,482.9,0,7,2,101.6,3478.0,3
9,925.6,7,10,3,33.96,987.9,8
5,1900.0,10,18,3,82.31,3167.0,7
0,890.2,6,6,3,67.92,3029.0,5
6,480.4,4,7,2,126.2,2427.0,4
4,423.3,2,6,1,319.9,2581.0,6
3,607.7,0,6,1,94.43,2020.0,4
4,783.5,7,5,2,110.7,2796.0,3
2,817.7,5,6,2,98.92,2602.0,5
5,776.1,5,7,2,173.9,2518.0,3
5,746.8,4,9,2,111.8,3505.0,5
3,425.6,2,6,2,43.54,3148.0,6
8,812.1,6,8,2,133.7,3303.0,11
2,758.3,7,5,2,245.7,3396.0,5
2,778.4,4,6,1,86.08,2801.0,5
9,722.4,4,9,3,84.07,3326.0,5
5,716.8,5,7,1,105.8,3385.0,4
7,796.2,4,7,1,106.6,3268.0,4
7,885.6,5,9,2,222.9,3914.0,5
1,237.3,3,6,2,46.88,2726.0,6
6,691.1,4,7,2,113.2,3156.0,7
0,445.1,3,7,2,544.2,2944.0,7
6,643.3,3,7,2,74.25,1707.0,5
1,607.8,2,6,2,101.9,2839.0,6
3,747.9,6,8,2,32.28,853.5,2
6,935.9,4,9,3,154.8,3600.0,8
9,603.7,3,5,2,21.5,2316.0,4
5,922.3,0,10,1,254.7,2184.0,4
3,604.2,3,6,2,50.7,2289.0,5
4,513.8,5,8,5,70.51,1442.0,4
4,691.6,5,5,1,150.3,2309.0,5
2,714.9,4,7,2,118.1,1665.0,5
3,851.6,7,6,3,150.2,3089.0,7
5,857.3,3,7,2,47.77,1779.0,3
4,793.0,5,11,3,75.83,3881.0,4
7,587.1,6,8,2,104.8,2970.0,3
1,1342.0,0,13,3,241.2,5305.0,5
2,1021.0,8,9,2,276.0,2954.0,2
1,788.6,3,10,2,149.1,2934.0,5
7,1006.0,0,10,2,184.7,1971.0,7
2,613.0,0,6,1,59.43,2532.0,4
8,499.0,4,5,1,262.6,2539.0,3
4,471.2,3,5,2,69.09,2930.0,4
5,686.2,0,6,1,216.2,2352.0,5
7,643.0,0,7,1,156.0,3718.0,9
5,864.2,0,8,1,79.13,1981.0,7
3,840.8,5,9,2,207.1,2388.0,11
7,1032.0,7,10,2,95.46,2779.0,6
4,1140.0,8,11,3,180.0,2579.0,4
9,1086.0,0,11,3,91.85,2608.0,7
2,321.2,3,6,3,26.01,2689.0,4
8,1131.0,0,9,1,126.5,2816.0,6
3,580.2,5,6,2,329.4,3491.0,9
4,435.1,4,6,1,257.6,2929.0,5
6,993.1,6,5,2,232.3,3433.0,6
8,562.7,3,7,2,198.0,2585.0,5
3,796.5,4,8,2,100.8,2309.0,4
8,736.5,0,7,1,53.6,2719.0,6
7,773.6,5,7,2,141.1,3540.0,2
3,569.3,4,6,1,188.1,5017.0,6
9,1297.0,0,12,2,155.5,2032.0,6
4,419.0,2,5,3,41.89,3351.0,5
7,445.1,2,6,2,56.96,2592.0,4
4,816.6,6,7,3,91.96,3347.0,7
3,635.6,6,7,2,163.9,3508.0,6
5,518.2,0,6,2,163.1,3613.0,5
4,528.4,2,7,2,110.9,3630.0,4
0,959.4,6,7,2,170.4,2537.0,5
3,477.8,6,6,3,72.06,3163.0,4
5,842.5,6,7,2,122.4,3209.0,4
5,505.4,0,6,1,89.56,1629.0,7
5,849.9,8,7,2,144.4,3188.0,10
4,729.9,4,8,3,23.64,2519.0,7
1,803.1,5,6,6,90.22,2502.0,6
9,675.4,5,7,2,162.3,4799.0,4
5,897.4,6,10,2,97.43,2481.0,6
9,411.3,1,8,1,198.3,5548.0,7
8,933.8,6,7,2,153.7,4062.0,5
5,778.1,1,5,1,240.9,3572.0,7
3,1118.0,6,12,2,153.5,3644.0,7
5,1108.0,7,9,2,126.7,2009.0,3
5,460.2,5,5,2,194.8,2224.0,6
6,529.1,2,5,1,94.91,3329.0,6
5,461.1,3,8,2,176.6,3299.0,3
3,706.1,2,5,2,102.4,2337.0,4
4,770.6,5,8,2,151.3,4122.0,8
2,992.5,5,10,2,36.37,1935.0,3
6,963.9,5,9,2,72.34,3052.0,5
12,572.0,0,8,1,182.8,2158.0,10
4,421.7,5,7,2,45.34,3281.0,7
2,724.6,6,8,3,47.75,1535.0,5
7,1012.0,6,10,2,59.13,4296.0,5
7,656.8,0,7,1,227.8,2796.0,3
2,834.8,7,8,2,134.6,2469.0,6
13,768.9,3,8,2,84.96,1882.0,7
6,733.8,3,6,1,80.29,2706.0,4
4,416.6,3,5,2,270.9,3981.0,3
4,676.6,6,7,2,70.61,2887.0,6
9,823.9,3,7,2,253.0,1896.0,9
2,934.3,9,9,3,163.2,2684.0,4
10,909.7,0,11,2,249.2,5053.0,9
2,772.3,5,8,3,89.23,1970.0,6
5,418.9,2,6,2,138.9,2929.0,5
5,822.0,4,7,1,104.2,2738.0,4
5,657.5,2,6,3,115.0,4101.0,5
6,856.5,4,8,2,153.6,2944.0,5
7,929.0,3,8,4,171.2,3131.0,5
5,1032.0,8,8,3,135.1,2759.0,6
9,533.9,2,6,2,234.3,2644.0,3
5,661.0,2,7,2,129.2,4202.0,8
8,658.9,5,6,3,147.6,2517.0,4
4,828.0,6,11,3,147.7,2886.0,2
3,699.3,5,7,3,47.14,2209.0,6
6,1254.0,0,12,1,243.4,3736.0,6
3,477.0,4,8,3,58.16,3456.0,3
5,1089.0,4,8,2,373.3,4175.0,7
6,923.2,7,8,2,327.8,4085.0,7
6,838.6,0,9,1,132.5,2547.0,6
2,1626.0,6,11,2,250.0,2891.0,4
2,788.9,2,7,2,159.7,2856.0,5
9,1105.0,7,10,2,259.9,3255.0,2
6,763.3,0,6,1,213.0,2467.0,5
8,1041.0,5,12,2,71.2,2189.0,6
4,1445.0,11,9,2,221.2,3245.0,4
9,935.8,7,8,3,243.3,3559.0,5
2,474.5,3,5,1,70.98,3060.0,3
3,746.9,6,9,3,106.0,2968.0,8
6,842.6,4,8,2,86.86,3733.0,6
4,704.1,0,6,1,140.2,3153.0,2
5,849.4,5,9,2,97.71,2610.0,4
4,659.9,6,8,2,103.9,3343.0,6
0,1615.0,0,22,3,59.66,295.3,21
10,509.6,2,4,2,42.09,3324.0,15
2,850.0,7,6,2,289.9,1662.0,3
4,939.0,0,9,2,86.21,2711.0,3
2,946.2,7,10,3,324.8,2168.0,3
8,1217.0,4,9,2,179.2,2821.0,7
3,792.9,3,6,2,68.15,2252.0,6
4,948.5,5,10,2,73.11,2076.0,4
8,849.6,6,7,2,207.9,2781.0,6
0,664.9,0,6,1,96.36,971.8,3
3,544.6,4,6,2,59.62,2097.0,5
6,719.6,6,8,2,154.7,2858.0,4
3,855.0,0,9,2,79.0,2399.0,8
3,475.1,4,5,4,174.8,2757.0,4
8,456.3,4,6,2,70.43,2586.0,3
6,724.2,3,7,2,113.2,3165.0,7
5,292.1,2,6,3,99.18,3434.0,4
5,825.0,6,6,3,52.94,3282.0,4
4,771.7,5,8,3,138.9,2090.0,5
6,566.3,0,7,1,209.7,3194.0,6
3,842.3,3,8,2,42.88,1994.0,9
1,369.5,3,5,2,104.2,2763.0,3
4,973.6,5,8,2,104.3,3893.0,6
0,554.2,4,5,2,16.22,261.4,2
3,808.6,4,7,2,92.09,3487.0,6
5,921.0,4,8,2,182.3,2382.0,5
6,659.7,7,10,4,74.98,3387.0,5
7,425.9,6,7,2,144.1,3907.0,7
12,645.9,6,7,3,60.78,2340.0,7
9,725.0,6,7,2,228.6,3220.0,5
5,1436.0,8,10,3,114.2,3378.0,5
9,905.1,4,9,2,174.3,3793.0,5
6,529.3,4,6,2,180.7,3389.0,5
4,823.1,5,7,2,128.3,2490.0,8
5,414.3,4,6,3,124.3,1056.0,5
2,550.9,0,6,1,71.24,662.6,4
5,558.7,0,7,1,287.4,4150.0,5
5,1019.0,6,11,2,158.2,3436.0,8
5,822.5,5,7,2,112.2,2449.0,4
9,894.0,5,13,2,158.7,3105.0,9
4,652.8,5,9,2,94.56,3991.0,3
8,1302.0,10,13,4,72.28,3471.0,8
5,818.7,0,8,1,77.9,2015.0,5
2,711.7,6,6,2,66.93,2156.0,7
0,1457.0,0,13,3,124.4,1861.0,10
6,973.0,6,9,2,434.1,1548.0,6
6,826.8,2,5,2,191.7,3431.0,6
5,1079.0,5,8,4,714.3,2737.0,8
5,796.0,4,9,3,155.8,2600.0,6
2,464.5,2,6,2,91.52,3276.0,5
7,658.0,4,7,3,126.0,2515.0,5
5,1277.0,8,11,2,125.7,2215.0,3
2,571.7,3,7,2,117.2,1193.0,5
6,599.9,5,7,1,146.1,3408.0,4
3,825.0,5,8,2,185.2,3387.0,4
8,744.8,0,9,1,254.3,3671.0,7
5,466.0,0,5,1,125.7,3164.0,5
5,602.1,6,6,3,155.1,2546.0,5
4,997.8,7,8,3,24.44,2085.0,3
7,890.4,6,8,3,161.5,2996.0,5
5,772.3,5,8,5,33.18,3224.0,5
3,1040.0,7,8,2,100.6,3055.0,6
4,1115.0,0,7,1,264.7,4593.0,11
4,1025.0,4,7,2,215.2,4900.0,7
2,513.6,3,4,2,130.3,4592.0,2
7,565.6,0,8,2,271.2,2142.0,6
5,1023.0,6,9,4,139.7,3779.0,10
8,768.9,0,8,1,329.1,4348.0,10
2,461.1,4,4,2,114.5,3971.0,13
6,1093.0,5,10,2,60.36,3636.0,8
7,2077.0,9,15,3,726.9,3324.0,7
6,901.1,5,9,2,171.8,3928.0,4
6,1418.0,11,9,2,218.5,2209.0,8
8,878.5,3,9,2,111.4,3607.0,6
5,853.7,6,5,3,40.84,3285.0,3
3,645.3,2,6,3,62.57,2451.0,8
6,1150.0,9,12,4,132.8,2205.0,11
6,1170.0,5,11,2,126.1,3640.0,6
8,854.7,4,9,2,155.9,1972.0,9
5,1006.0,7,9,3,93.52,3021.0,5
7,1014.0,6,11,3,28.63,3216.0,9
4,1759.0,11,14,2,135.4,3228.0,6
1,994.1,7,9,2,49.31,1398.0,2
3,586.7,2,7,2,69.0,2591.0,8
4,629.2,5,8,2,134.4,3875.0,5
2,1285.0,0,10,2,190.4,2880.0,4
11,913.1,6,8,3,153.3,1832.0,5
3,500.3,3,6,3,123.6,3339.0,5
3,474.0,5,6,2,175.6,2555.0,8
4,976.1,7,9,2,69.63,3121.0,4
5,754.3,6,7,2,153.3,2432.0,5
4,752.9,4,7,2,47.63,2506.0,2
2,887.1,7,9,3,138.8,1567.0,3
5,829.2,0,10,1,75.85,2138.0,5
5,932.6,4,7,1,116.1,3318.0,4
4,367.3,2,6,1,193.9,3787.0,5
4,675.7,5,6,2,27.16,1611.0,3
5,741.7,4,7,1,153.0,2784.0,3
12,907.3,0,8,1,179.7,2259.0,5
5,542.4,4,5,1,121.7,3420.0,3
3,836.1,8,10,3,93.73,2537.0,9
5,715.4,0,7,1,114.2,2335.0,5
5,1232.0,6,12,3,130.0,2609.0,5
4,707.8,4,9,2,132.3,2847.0,3
4,1057.0,4,7,2,93.31,2532.0,2
5,821.0,0,8,2,166.7,1342.0,7
5,664.3,5,6,3,206.6,2169.0,7
4,934.5,8,7,1,34.19,2801.0,10
9,772.0,0,8,2,86.91,4174.0,10
5,696.1,3,8,2,141.0,3766.0,3
8,464.2,0,7,2,78.77,2080.0,5
1,759.2,3,4,1,236.7,1947.0,4
3,606.4,4,7,1,129.7,3034.0,5
3,599.5,5,7,3,151.8,1054.0,5
8,1162.0,9,12,2,137.9,3116.0,6
5,646.3,0,6,2,54.18,1743.0,9
1,847.8,8,9,4,203.2,3164.0,2
1,379.2,3,4,2,31.27,3886.0,4
5,850.0,5,8,4,66.53,2623.0,7
3,761.3,4,8,2,98.47,3469.0,5
4,516.4,3,7,2,39.81,2212.0,7
9,1295.0,7,9,2,58.53,1695.0,8
2,818.8,5,6,2,82.2,2925.0,5
6,991.5,6,9,3,233.8,3333.0,5
6,534.1,4,7,2,58.12,2520.0,6
1,471.4,2,4,2,113.6,2981.0,7
4,552.1,6,6,2,234.6,3062.0,5
7,556.5,4,7,2,174.7,3165.0,10
7,471.0,0,5,1,81.33,3317.0,4
9,843.7,6,12,3,184.5,2026.0,8
11,1183.0,6,10,3,163.3,3540.0,8
4,746.3,4,6,2,68.42,3290.0,6
3,716.0,4,7,2,229.1,2857.0,5
6,817.8,3,6,1,67.35,3325.0,4
5,435.0,0,5,1,126.9,2568.0,6
8,411.5,5,7,2,97.37,2336.0,7
3,634.5,6,7,2,158.6,2770.0,4
1,848.8,4,8,2,187.4,2444.0,6
5,662.7,4,6,2,203.5,2296.0,6
4,898.0,0,10,1,92.02,3059.0,2
4,589.9,0,6,2,136.5,4421.0,8
4,1392.0,9,9,2,232.9,2404.0,5
7,897.7,0,8,1,79.35,4262.0,3
2,594.0,0,6,1,32.22,2877.0,5
2,716.4,4,6,2,24.28,3120.0,4
6,553.5,5,8,2,206.9,3271.0,5
2,833.4,4,8,2,60.93,2603.0,6
6,1136.0,0,11,1,211.9,3413.0,6
7,1003.0,0,9,2,123.6,3360.0,7
8,951.2,5,12,2,255.3,3728.0,5
5,1101.0,0,9,1,152.4,4585.0,7
1,566.1,5,8,4,45.48,2153.0,11
5,674.5,3,7,2,87.65,3535.0,6
5,465.1,3,5,1,188.4,4682.0,5
4,576.2,4,7,2,94.5,3004.0,5
0,497.3,3,6,2,355.3,3011.0,6
7,358.5,2,5,3,59.92,3207.0,8
1,630.8,0,6,1,132.2,1378.0,7
0,1703.0,0,14,3,50.72,1875.0,7
9,1761.0,9,12,2,198.3,2377.0,7
4,1060.0,5,7,3,118.0,2462.0,5
7,795.3,4,5,1,31.43,3083.0,8
1,1031.0,6,6,3,69.21,2394.0,3
4,565.5,3,6,2,181.0,2592.0,5
5,640.2,2,6,2,91.33,4175.0,6
6,501.5,3,6,2,119.8,2154.0,5
3,1274.0,6,11,2,52.63,1625.0,5
5,610.1,8,10,3,51.25,2245.0,5
0,471.0,1,4,1,455.7,4062.0,5
1,740.7,5,8,2,98.86,1907.0,5
4,790.1,4,8,2,45.92,2696.0,7
6,1071.0,3,8,2,139.1,3359.0,7
6,793.8,0,11,2,155.2,2438.0,8
2,642.2,7,7,4,38.02,528.9,5
5,639.8,0,7,1,122.8,4327.0,5
4,532.6,0,6,1,64.93,1603.0,3
3,1265.0,6,12,6,60.55,2133.0,2
5,697.5,3,7,2,68.64,3343.0,4
2,939.1,6,10,4,70.73,609.7,6
3,540.8,3,6,2,120.4,2730.0,7
4,783.3,6,6,2,267.3,3195.0,5
6,406.1,4,6,4,69.83,2547.0,5
10,1176.0,7,10,2,310.3,3091.0,6
8,711.1,4,7,2,188.2,3352.0,8
3,617.3,5,8,2,73.04,3369.0,3
1,663.2,4,8,2,175.2,2678.0,4
6,434.4,3,7,2,287.4,2106.0,5
3,701.3,4,7,3,219.2,1540.0,3
5,511.8,0,6,1,100.3,2819.0,5
6,743.9,6,9,2,113.8,3364.0,4
5,821.5,0,7,2,111.7,1609.0,7
7,730.8,4,7,2,334.7,3584.0,5
5,832.2,3,6,2,101.5,2429.0,6
5,344.0,5,5,3,107.3,1279.0,4
5,745.4,4,9,3,62.71,4107.0,3
6,1196.0,9,11,2,194.4,1809.0,9
10,958.8,0,11,2,108.9,3003.0,8
4,663.3,6,6,2,46.74,1758.0,5
4,716.7,2,7,2,87.46,1612.0,3
3,1118.0,7,9,2,56.37,2235.0,5
4,516.4,5,7,4,79.14,2049.0,4
6,657.1,3,10,2,182.7,3022.0,4
1,729.1,6,8,2,84.44,1483.0,4
7,761.8,6,7,3,147.5,2837.0,6
5,1411.0,10,13,3,84.74,2688.0,4
7,980.8,0,10,1,129.2,2437.0,4
4,809.4,7,8,2,111.5,3732.0,6
3,812.6,6,7,2,97.54,2996.0,5
3,762.1,4,7,2,97.51,2406.0,4
6,584.0,5,9,3,155.9,3409.0,12
7,702.8,4,8,2,55.83,3869.0,4
2,676.0,4,5,1,152.2,4162.0,4
10,689.2,4,6,1,148.0,3586.0,7
3,703.4,2,8,1,76.87,3671.0,3
3,498.8,2,6,2,197.3,2908.0,6
3,943.3,3,12,2,156.1,2376.0,6
5,730.2,8,8,2,125.3,2878.0,5
5,1747.0,9,11,2,112.4,4193.0,7
6,921.8,7,7,4,315.9,3088.0,6
6,1148.0,5,9,2,261.5,3811.0,4
7,457.9,4,5,1,86.34,2263.0,4
5,445.6,3,5,3,37.41,3759.0,5
6,960.9,8,9,3,39.9,2558.0,5
7,634.3,6,8,2,67.92,3321.0,8
6,367.1,3,7,3,172.7,4571.0,4
9,1571.0,13,14,2,182.8,3989.0,3
5,759.5,4,7,2,123.3,2593.0,4
8,828.7,0,9,1,41.48,1137.0,7
3,863.2,4,8,2,190.6,3978.0,5
3,856.9,6,8,2,249.8,3704.0,10
7,487.3,1,6,2,183.1,2368.0,5
5,1063.0,6,11,3,156.0,3341.0,6
3,606.9,3,7,2,89.49,2568.0,3
7,938.0,7,9,3,533.8,3235.0,2
10,1217.0,0,9,1,229.7,4205.0,4
2,258.3,1,5,3,19.94,1252.0,2
6,1187.0,10,13,4,213.3,2687.0,4
6,823.5,0,7,1,45.88,3918.0,6
3,800.5,4,6,2,97.94,1923.0,3
0,874.7,8,10,2,91.32,1212.0,4
4,312.0,3,5,1,124.1,3413.0,7
3,1111.0,8,7,2,292.8,2116.0,4
1,1231.0,9,13,3,397.6,3995.0,7
2,383.6,2,4,2,92.94,3482.0,6
5,874.2,5,8,3,84.71,2892.0,7
4,799.1,4,5,1,189.3,3217.0,6
8,1139.0,4,5,2,151.9,3800.0,5
7,749.8,4,7,2,81.21,2416.0,7
12,711.2,0,6,1,47.54,5407.0,7
1,589.0,2,7,2,22.29,570.5,6
3,596.9,3,7,2,82.48,3397.0,5
4,260.5,3,5,2,74.84,2280.0,4
5,897.7,3,9,2,60.53,2840.0,4
5,517.8,5,7,2,336.9,2665.0,7
1,341.0,0,3,1,29.27,1051.0,3
11,907.8,0,9,2,82.86,2478.0,8
2,1433.0,5,11,2,167.5,4517.0,6
8,1385.0,14,12,3,378.1,3298.0,8
5,793.8,4,9,4,225.3,3229.0,7
7,839.4,3,8,2,169.0,3502.0,9
3,827.5,5,8,2,66.13,2557.0,3
4,649.7,0,7,1,144.1,3647.0,8
7,628.8,5,7,2,411.9,1888.0,5
2,597.7,1,6,1,179.6,1798.0,5
4,777.2,4,7,2,210.7,3204.0,9
5,618.1,2,6,1,69.66,3681.0,6
4,1102.0,6,9,3,68.1,3516.0,8
2,425.9,5,6,2,24.11,2269.0,2
6,798.2,4,10,2,144.2,2857.0,5
4,576.3,0,6,1,120.4,2171.0,7
0,748.5,3,8,3,48.78,304.6,2
7,896.9,5,7,2,113.7,4060.0,5
5,1292.0,10,13,3,81.21,1015.0,5
4,853.7,0,7,1,496.6,2328.0,7
4,686.0,4,6,2,90.94,3017.0,4
2,788.5,3,6,2,48.53,1611.0,6
8,1184.0,0,11,2,65.5,3594.0,5
6,1006.0,7,10,1,174.8,2262.0,5
9,1792.0,7,18,2,181.2,2642.0,5
3,739.2,0,7,1,169.0,2994.0,5
7,1140.0,5,11,2,242.0,3615.0,6
6,843.3,4,9,3,78.95,3393.0,6
5,929.3,3,7,1,143.1,3110.0,4
7,626.5,4,8,2,142.0,3889.0,7
2,989.4,0,9,2,294.1,2744.0,7
6,842.2,0,7,1,178.1,5050.0,8
5,853.8,9,9,3,77.45,1454.0,6
5,398.3,0,5,1,64.94,1431.0,5
5,643.6,3,8,2,38.46,2971.0,8
8,591.8,1,9,2,240.2,2946.0,6
2,427.4,3,6,1,99.56,2136.0,5
3,817.1,5,7,1,126.3,2944.0,3
4,928.5,7,9,2,283.4,2276.0,7
4,915.7,4,9,2,179.4,3223.0,3
0,553.3,5,7,4,14.37,293.9,2
6,1260.0,11,11,3,241.7,2070.0,10
3,1212.0,7,11,2,194.0,2977.0,4
5,393.4,4,5,2,118.8,1569.0,2
2,715.8,6,7,1,26.88,457.4,3
5,691.3,5,8,2,247.2,3535.0,7
3,1163.0,6,11,2,144.8,3537.0,4
1,1063.0,7,12,2,248.3,2556.0,8
5,778.9,8,7,3,52.04,2599.0,6
2,508.1,4,6,1,167.1,1003.0,5
6,475.3,4,6,2,74.11,4693.0,7
3,650.4,3,6,2,63.63,676.2,4
5,566.1,3,7,2,87.85,3519.0,5
1,592.5,6,6,3,589.6,1732.0,5
4,1298.0,7,11,2,233.1,3301.0,11
5,960.0,2,8,2,116.4,3154.0,4
3,473.9,1,6,1,149.1,3059.0,5
5,800.4,0,8,2,277.1,4662.0,5
